index,Airline,Airline ID,Source airport,Source airport ID,Destination airport,Destination airport ID,Codeshare,Stops,Equipment
63768,WN,4547,ELP,3559,AUS,3673,,0,73W 735 73C
63769,WN,4547,ELP,3559,DAL,3502,,0,73W 735 73C
63770,WN,4547,ELP,3559,HOU,3566,,0,73C 73W 735
63771,WN,4547,ELP,3559,LAS,3877,,0,735 73W 73C
63772,WN,4547,ELP,3559,LAX,3484,,0,73W 733
63773,WN,4547,ELP,3559,PHX,3462,,0,73W 735 73C
63774,WN,4547,ELP,3559,SAT,3621,,0,73W 73C 735
63775,WN,4547,EWR,3494,AUS,3673,,0,73W
63776,WN,4547,EWR,3494,BNA,3690,,0,73W
63777,WN,4547,EWR,3494,DEN,3751,,0,73W
63778,WN,4547,EWR,3494,HOU,3566,,0,73W
63779,WN,4547,EWR,3494,MDW,3747,,0,73W
63780,WN,4547,EWR,3494,MSY,3861,,0,73W
63781,WN,4547,EWR,3494,PHX,3462,,0,73W
63782,WN,4547,EWR,3494,STL,3678,,0,73W
63783,WN,4547,EYW,3875,MCO,3878,,0,73W
63784,WN,4547,EYW,3875,MSY,3861,,0,73W
63785,WN,4547,EYW,3875,TPA,3646,,0,73W
63786,WN,4547,FLL,3533,ALB,3864,,0,73W
63787,WN,4547,FLL,3533,ATL,3682,,0,733 73W
63788,WN,4547,FLL,3533,AUS,3673,,0,73W
63789,WN,4547,FLL,3533,BDL,3825,,0,73W
63790,WN,4547,FLL,3533,BNA,3690,,0,73W 73C 733
63791,WN,4547,FLL,3533,BUF,3820,,0,73W
63792,WN,4547,FLL,3533,BWI,3849,,0,73W 73C 733
63793,WN,4547,FLL,3533,CMH,3759,,0,73C 73W
63794,WN,4547,FLL,3533,DEN,3751,,0,73W
63795,WN,4547,FLL,3533,HOU,3566,,0,73W
63796,WN,4547,FLL,3533,IND,3585,,0,73W 73C
63797,WN,4547,FLL,3533,ISP,3857,,0,73W
63798,WN,4547,FLL,3533,JAX,3712,,0,73W 73C
63799,WN,4547,FLL,3533,LAS,3877,,0,73W 738
63800,WN,4547,FLL,3533,MCI,3458,,0,73W
63801,WN,4547,FLL,3533,MDW,3747,,0,73W 73H
63802,WN,4547,FLL,3533,MKE,3717,,0,73W
63803,WN,4547,FLL,3533,MSY,3861,,0,73W 73C
63804,WN,4547,FLL,3533,PHL,3752,,0,73C 73W
63805,WN,4547,FLL,3533,PHX,3462,,0,73W
63806,WN,4547,FLL,3533,PIT,3570,,0,73W
63807,WN,4547,FLL,3533,PVD,3641,,0,73W
63808,WN,4547,FLL,3533,RDU,3626,,0,73W
63809,WN,4547,FLL,3533,SJU,2890,,0,73W
63810,WN,4547,FLL,3533,STL,3678,,0,73W
63811,WN,4547,FLL,3533,TPA,3646,,0,73W
63812,WN,4547,FNT,4089,BWI,3849,,0,73W
63813,WN,4547,FNT,4089,LAS,3877,,0,73W
63814,WN,4547,FNT,4089,MCO,3878,,0,73W
63815,WN,4547,FNT,4089,TPA,3646,,0,73W
63816,WN,4547,GEG,3467,BOI,3495,,0,73W
63817,WN,4547,GEG,3467,DEN,3751,,0,73W
63818,WN,4547,GEG,3467,LAS,3877,,0,73W
63819,WN,4547,GEG,3467,OAK,3453,,0,73W
63820,WN,4547,GEG,3467,PHX,3462,,0,73W
63821,WN,4547,GRR,3685,BWI,3849,,0,73W
63822,WN,4547,GRR,3685,DEN,3751,,0,73W
63823,WN,4547,GRR,3685,MCO,3878,,0,73W
63824,WN,4547,GRR,3685,STL,3678,,0,73C
63825,WN,4547,GRR,3685,TPA,3646,,0,73W 73C
63826,WN,4547,GSP,4034,BNA,3690,,0,73W
63827,WN,4547,GSP,4034,BWI,3849,,0,73C
63828,WN,4547,GSP,4034,HOU,3566,,0,73C 73W
63829,WN,4547,GSP,4034,MDW,3747,,0,73W
63830,WN,4547,HOU,3566,ABQ,4019,,0,73C 733 73W
63831,WN,4547,HOU,3566,ATL,3682,,0,733 73C 73W
63832,WN,4547,HOU,3566,AUS,3673,,0,735 733 73C 73W
63833,WN,4547,HOU,3566,BHM,3811,,0,73W
63834,WN,4547,HOU,3566,BKG,6962,,0,73W 733
63835,WN,4547,HOU,3566,BNA,3690,,0,73W 735 73C 733
63836,WN,4547,HOU,3566,BOS,3448,,0,73W
63837,WN,4547,HOU,3566,BWI,3849,,0,73W
63838,WN,4547,HOU,3566,CHS,3806,,0,73W
63839,WN,4547,HOU,3566,CLT,3876,,0,733
63840,WN,4547,HOU,3566,CRP,3744,,0,735 733
63841,WN,4547,HOU,3566,DAL,3502,,0,73C 73W 733 735
63842,WN,4547,HOU,3566,DCA,3520,,0,73W
63843,WN,4547,HOU,3566,DEN,3751,,0,73W
63844,WN,4547,HOU,3566,ECP,7669,,0,73C 733 73W
63845,WN,4547,HOU,3566,ELP,3559,,0,73W 735 73C
63846,WN,4547,HOU,3566,EWR,3494,,0,73W
63847,WN,4547,HOU,3566,FLL,3533,,0,73W
63848,WN,4547,HOU,3566,GSP,4034,,0,73W 73C
63849,WN,4547,HOU,3566,HRL,3560,,0,73W 735 733
63850,WN,4547,HOU,3566,IND,3585,,0,73C 733
63851,WN,4547,HOU,3566,JAN,3580,,0,73W 733 735
63852,WN,4547,HOU,3566,JAX,3712,,0,73W
63853,WN,4547,HOU,3566,LAS,3877,,0,73W 73H
63854,WN,4547,HOU,3566,LAX,3484,,0,738 73W 73H
63855,WN,4547,HOU,3566,LGA,3697,,0,73W
63856,WN,4547,HOU,3566,LIT,3660,,0,735
63857,WN,4547,HOU,3566,MAF,3652,,0,735 73W
63858,WN,4547,HOU,3566,MCI,3458,,0,73W 733
63859,WN,4547,HOU,3566,MCO,3878,,0,733 73C 73H 73W
63860,WN,4547,HOU,3566,MDW,3747,,0,73W 73H 738
63861,WN,4547,HOU,3566,MEM,3473,,0,733
63862,WN,4547,HOU,3566,MSY,3861,,0,735 73W 73C 733
63863,WN,4547,HOU,3566,OAK,3453,,0,73W
63864,WN,4547,HOU,3566,OKC,3863,,0,733 73W
63865,WN,4547,HOU,3566,PHX,3462,,0,73W 73H 738
63866,WN,4547,HOU,3566,PIT,3570,,0,73W 733
63867,WN,4547,HOU,3566,PNS,3564,,0,73W
63868,WN,4547,HOU,3566,RDU,3626,,0,73W 733 73C
63869,WN,4547,HOU,3566,SAN,3731,,0,73W 73H
63870,WN,4547,HOU,3566,SAT,3621,,0,73C 73W 735
63871,WN,4547,HOU,3566,SNA,3867,,0,73W
63872,WN,4547,HOU,3566,STL,3678,,0,73H 73C 733 73W
63873,WN,4547,HOU,3566,TPA,3646,,0,73C 73H 73W
63874,WN,4547,HOU,3566,TUL,3855,,0,73W
63875,WN,4547,HRL,3560,AUS,3673,,0,73W
63876,WN,4547,HRL,3560,DAL,3502,,0,735
63877,WN,4547,HRL,3560,HOU,3566,,0,735 733 73W
63878,WN,4547,HRL,3560,SAT,3621,,0,735
63879,WN,4547,IAD,3714,DEN,3751,,0,73W
63880,WN,4547,IAD,3714,MDW,3747,,0,73W 73H
63881,WN,4547,ICT,3457,DAL,3502,,0,73W
63882,WN,4547,ICT,3457,LAS,3877,,0,73W 73C
63883,WN,4547,ICT,3457,MDW,3747,,0,73W
63884,WN,4547,IND,3585,ATL,3682,Y,0,717
63885,WN,4547,IND,3585,BWI,3849,,0,733 73C 73W
63886,WN,4547,IND,3585,DEN,3751,,0,733 73C 73W
63887,WN,4547,IND,3585,FLL,3533,,0,73W 73C
63888,WN,4547,IND,3585,HOU,3566,,0,73W 73C
63889,WN,4547,IND,3585,LAS,3877,,0,73W 73C
63890,WN,4547,IND,3585,MCI,3458,,0,733 73C
63891,WN,4547,IND,3585,MCO,3878,,0,73C 73W 733
63892,WN,4547,IND,3585,PHX,3462,,0,73W 733
63893,WN,4547,IND,3585,RSW,3793,,0,73C 73W
63894,WN,4547,IND,3585,TPA,3646,,0,73W 73C
63895,WN,4547,ISP,3857,BWI,3849,,0,73W 73C
63896,WN,4547,ISP,3857,FLL,3533,,0,73W
63897,WN,4547,ISP,3857,MCO,3878,,0,73W
63898,WN,4547,ISP,3857,PBI,3722,,0,73W
63899,WN,4547,ISP,3857,TPA,3646,,0,73W
63900,WN,4547,JAN,3580,HOU,3566,,0,73W 733 735
63901,WN,4547,JAN,3580,MCO,3878,,0,73W
63902,WN,4547,JAN,3580,MDW,3747,,0,73W
63903,WN,4547,JAX,3712,ATL,3682,,0,73C
63904,WN,4547,JAX,3712,BNA,3690,,0,73W 73C
63905,WN,4547,JAX,3712,BWI,3849,,0,73W 733 73C
63906,WN,4547,JAX,3712,DEN,3751,,0,73W
63907,WN,4547,JAX,3712,FLL,3533,,0,73C 73W
63908,WN,4547,JAX,3712,HOU,3566,,0,733 73W
63909,WN,4547,JAX,3712,LAS,3877,,0,73W
63910,WN,4547,JAX,3712,MDW,3747,,0,73W
63911,WN,4547,LAS,3877,ABQ,4019,,0,73C 73W 733
63912,WN,4547,LAS,3877,ALB,3864,,0,73W
63913,WN,4547,LAS,3877,AMA,3840,,0,735 733
63914,WN,4547,LAS,3877,ATL,3682,,0,73W 
63915,WN,4547,LAS,3877,AUS,3673,,0,73H 733 73W 73C
63916,WN,4547,LAS,3877,BDL,3825,,0,73W
63917,WN,4547,LAS,3877,BHM,3811,,0,73W
63918,WN,4547,LAS,3877,BNA,3690,,0,73W 73H
63919,WN,4547,LAS,3877,BOI,3495,,0,73W 73C
63920,WN,4547,LAS,3877,BUF,3820,,0,73H 738
63921,WN,4547,LAS,3877,BUR,3644,,0,73W 73H
63922,WN,4547,LAS,3877,BWI,3849,,0,73W 73H 738
63923,WN,4547,LAS,3877,CLE,3486,,0,73W
63924,WN,4547,LAS,3877,CMH,3759,,0,73H 73W
63925,WN,4547,LAS,3877,DEN,3751,,0,73W 73H 73C 733 738
63926,WN,4547,LAS,3877,DSM,3729,,0,733 73W
63927,WN,4547,LAS,3877,DTW,3645,,0,73W
63928,WN,4547,LAS,3877,ELP,3559,,0,73C 735 73W
63929,WN,4547,LAS,3877,FLL,3533,,0,73W
63930,WN,4547,LAS,3877,FNT,4089,,0,73W
63931,WN,4547,LAS,3877,GEG,3467,,0,73W
63932,WN,4547,LAS,3877,HOU,3566,,0,73C 738 73W 73H
63933,WN,4547,LAS,3877,ICT,3457,,0,73W
63934,WN,4547,LAS,3877,IND,3585,,0,73W
63935,WN,4547,LAS,3877,JAX,3712,,0,73W
63936,WN,4547,LAS,3877,LAX,3484,,0,73W 73C 733
63937,WN,4547,LAS,3877,LBB,3829,,0,73W 73C
63938,WN,4547,LAS,3877,LIT,3660,,0,73W
63939,WN,4547,LAS,3877,MAF,3652,,0,735 73W
63940,WN,4547,LAS,3877,MCI,3458,,0,738 73C 73W 73H
63941,WN,4547,LAS,3877,MCO,3878,,0,73H 738
63942,WN,4547,LAS,3877,MDW,3747,,0,73H 73W 738
63943,WN,4547,LAS,3877,MKE,3717,,0,73W 73H
63944,WN,4547,LAS,3877,MSY,3861,,0,73H 73W
63945,WN,4547,LAS,3877,OAK,3453,,0,73C 73W 738 73H
63946,WN,4547,LAS,3877,OKC,3863,,0,73W 73C
63947,WN,4547,LAS,3877,OMA,3454,,0,733 73W
63948,WN,4547,LAS,3877,ONT,3734,,0,73W 73C 73H
63949,WN,4547,LAS,3877,PDX,3720,,0,73W 73C 73H
63950,WN,4547,LAS,3877,PHL,3752,,0,73H
63951,WN,4547,LAS,3877,PHX,3462,,0,738 73W 735 73C 733 73H
63952,WN,4547,LAS,3877,PIT,3570,,0,73H 738 73W
63953,WN,4547,LAS,3877,RDU,3626,,0,73W
63954,WN,4547,LAS,3877,RNO,3807,,0,73W 73H 738
63955,WN,4547,LAS,3877,SAN,3731,,0,73W 738 73C 733
63956,WN,4547,LAS,3877,SAT,3621,,0,73W 73H 733
63957,WN,4547,LAS,3877,SDF,4014,,0,73W
63958,WN,4547,LAS,3877,SEA,3577,,0,73W 733 73C 73H
63959,WN,4547,LAS,3877,SFO,3469,,0,733 73W 73H 73C
63960,WN,4547,LAS,3877,SJC,3748,,0,73W 73H 73C 733
63961,WN,4547,LAS,3877,SLC,3536,,0,73W 733 73C 73H 738
63962,WN,4547,LAS,3877,SMF,3817,,0,73W 73H 733 73C 738
63963,WN,4547,LAS,3877,SNA,3867,,0,73W 73H
63964,WN,4547,LAS,3877,STL,3678,,0,73H 73W
63965,WN,4547,LAS,3877,TPA,3646,,0,73H
63966,WN,4547,LAS,3877,TUL,3855,,0,73W
63967,WN,4547,LAS,3877,TUS,3636,,0,73W 73C 733 73H
63968,WN,4547,LAX,3484,ABQ,4019,,0,73C 73W 733
63969,WN,4547,LAX,3484,ATL,3682,,0,73W
63970,WN,4547,LAX,3484,AUS,3673,,0,733 73W 73C
63971,WN,4547,LAX,3484,BNA,3690,,0,73W
63972,WN,4547,LAX,3484,BWI,3849,,0,73H 73W
63973,WN,4547,LAX,3484,DEN,3751,,0,73W 73C 733
63974,WN,4547,LAX,3484,ELP,3559,,0,73C 733 73W
63975,WN,4547,LAX,3484,HOU,3566,,0,73H 733 73C 73W
63976,WN,4547,LAX,3484,LAS,3877,,0,73W 733 738 73C 73H
63977,WN,4547,LAX,3484,MCI,3458,,0,73W 738 733
63978,WN,4547,LAX,3484,MDW,3747,,0,738 73H 73W
63979,WN,4547,LAX,3484,MKE,3717,,0,73W
63980,WN,4547,LAX,3484,MSY,3861,,0,73W
63981,WN,4547,LAX,3484,OAK,3453,,0,73W 733 73C
63982,WN,4547,LAX,3484,PHX,3462,,0,73C 73W 733 73H
63983,WN,4547,LAX,3484,RNO,3807,,0,73W 73H
63984,WN,4547,LAX,3484,SAT,3621,,0,73W
63985,WN,4547,LAX,3484,SFO,3469,,0,73W 73C 733
63986,WN,4547,LAX,3484,SJC,3748,,0,73W 73C 733 738
63987,WN,4547,LAX,3484,SLC,3536,,0,73C 73H 73W 733
63988,WN,4547,LAX,3484,SMF,3817,,0,733 73C 73W
63989,WN,4547,LAX,3484,STL,3678,,0,73W 733
63990,WN,4547,LAX,3484,TUS,3636,,0,73W 73C 733 73H
63991,WN,4547,LBB,3829,AUS,3673,,0,735
63992,WN,4547,LBB,3829,DAL,3502,,0,735 73W 73C
63993,WN,4547,LBB,3829,LAS,3877,,0,73W 73C
63994,WN,4547,LGA,3697,ATL,3682,,0,73W
63995,WN,4547,LGA,3697,BNA,3690,,0,73W
63996,WN,4547,LGA,3697,CAK,4112,,0,73W
63997,WN,4547,LGA,3697,DEN,3751,,0,73W
63998,WN,4547,LGA,3697,HOU,3566,,0,73W
63999,WN,4547,LGA,3697,MDW,3747,,0,73H 73W
64000,WN,4547,LGA,3697,MKE,3717,,0,73W
64001,WN,4547,LGA,3697,STL,3678,,0,73W
64002,WN,4547,LIT,3660,BWI,3849,,0,733 73W
64003,WN,4547,LIT,3660,DAL,3502,,0,73W 735 73C
64004,WN,4547,LIT,3660,HOU,3566,,0,735
64005,WN,4547,LIT,3660,LAS,3877,,0,73W
64006,WN,4547,LIT,3660,MDW,3747,,0,73W
64007,WN,4547,LIT,3660,PHX,3462,,0,73W
64008,WN,4547,MAF,3652,DAL,3502,,0,73W 735
64009,WN,4547,MAF,3652,HOU,3566,,0,735 73W
64010,WN,4547,MAF,3652,LAS,3877,,0,735 73W
64011,WN,4547,MBJ,1780,ATL,3682,Y,0,73G
64012,WN,4547,MCI,3458,ABQ,4019,,0,733 73W
64013,WN,4547,MCI,3458,ATL,3682,,0,733 73W
64014,WN,4547,MCI,3458,BNA,3690,,0,73W 73C
64015,WN,4547,MCI,3458,BOS,3448,,0,73W 733
64016,WN,4547,MCI,3458,BWI,3849,,0,73W 733
64017,WN,4547,MCI,3458,DAL,3502,,0,73W 733
64018,WN,4547,MCI,3458,DCA,3520,,0,73W
64019,WN,4547,MCI,3458,DEN,3751,,0,73W 738 73C 733
64020,WN,4547,MCI,3458,FLL,3533,,0,73W 733
64021,WN,4547,MCI,3458,HOU,3566,,0,73W
64022,WN,4547,MCI,3458,IND,3585,,0,73C 733 73W
64023,WN,4547,MCI,3458,LAS,3877,,0,738 73W 73C 73H
64024,WN,4547,MCI,3458,LAX,3484,,0,73W 73C 73H 733
64025,WN,4547,MCI,3458,MCO,3878,,0,73W 73C 738
64026,WN,4547,MCI,3458,MDW,3747,,0,73W 73H
64027,WN,4547,MCI,3458,MKE,3717,,0,73W
64028,WN,4547,MCI,3458,MSP,3858,,0,73W 73C
64029,WN,4547,MCI,3458,MSY,3861,,0,73W
64030,WN,4547,MCI,3458,OAK,3453,,0,73W
64031,WN,4547,MCI,3458,PDX,3720,,0,733
64032,WN,4547,MCI,3458,PHX,3462,,0,73C 73W 738 733
64033,WN,4547,MCI,3458,SAN,3731,,0,733 73C
64034,WN,4547,MCI,3458,STL,3678,,0,73C 73W
64035,WN,4547,MCI,3458,TPA,3646,,0,73W
64036,WN,4547,MCO,3878,ALB,3864,,0,73W
64037,WN,4547,MCO,3878,ATL,3682,,0,73W
64038,WN,4547,MCO,3878,AUS,3673,,0,733 73W
64039,WN,4547,MCO,3878,BDL,3825,,0,73C 73W 738 73H
64040,WN,4547,MCO,3878,BHM,3811,,0,73W
64041,WN,4547,MCO,3878,BNA,3690,,0,73W 73C
64042,WN,4547,MCO,3878,BOS,3448,,1,73W
64043,WN,4547,MCO,3878,BUF,3820,,0,73W 733 73C
64044,WN,4547,MCO,3878,BWI,3849,,0,73W 733 73C 738
64045,WN,4547,MCO,3878,CAK,4112,,1,73C 73W
64046,WN,4547,MCO,3878,CLT,3876,,0,73W
64047,WN,4547,MCO,3878,CMH,3759,,0,73C 73W 733 73H
64048,WN,4547,MCO,3878,DAY,3627,,0,73W
64049,WN,4547,MCO,3878,DEN,3751,,0,73W 73H
64050,WN,4547,MCO,3878,EYW,3875,,0,73W
64051,WN,4547,MCO,3878,FNT,4089,,0,73W
64052,WN,4547,MCO,3878,GRR,3685,,0,73W 73C
64053,WN,4547,MCO,3878,HOU,3566,,0,73W 733 73H
64054,WN,4547,MCO,3878,IND,3585,,0,73W 73C 733
64055,WN,4547,MCO,3878,ISP,3857,,0,73W
64056,WN,4547,MCO,3878,JAN,3580,,0,73W
64057,WN,4547,MCO,3878,LAS,3877,,0,738 73H
64058,WN,4547,MCO,3878,MCI,3458,,0,733 73W 73C
64059,WN,4547,MCO,3878,MDW,3747,,0,73W 738 73H 733
64060,WN,4547,MCO,3878,MEM,3473,,0,73W
64061,WN,4547,MCO,3878,MHT,4011,,0,73W 738
64062,WN,4547,MCO,3878,MKE,3717,,0,73W
64063,WN,4547,MCO,3878,MSP,3858,,0,73W 73C
64064,WN,4547,MCO,3878,MSY,3861,,0,73W 73C 733
64065,WN,4547,MCO,3878,ORF,3611,,0,73W
64066,WN,4547,MCO,3878,PHL,3752,,0,73W 733
64067,WN,4547,MCO,3878,PHX,3462,,0,73W 738
64068,WN,4547,MCO,3878,PIT,3570,,0,73W
64069,WN,4547,MCO,3878,PVD,3641,,0,73C 733 73W 73H
64070,WN,4547,MCO,3878,RDU,3626,,0,73W 733 73C
64071,WN,4547,MCO,3878,RIC,3608,,0,733 73W 73C
64072,WN,4547,MCO,3878,ROC,3622,,0,73W
64073,WN,4547,MCO,3878,SAT,3621,,0,73H 73W
64074,WN,4547,MCO,3878,SDF,4014,,0,73W
64075,WN,4547,MCO,3878,SJU,2890,,0,73H 73W 738
64076,WN,4547,MCO,3878,STL,3678,,0,73W 73C
64077,WN,4547,MDW,3747,ABQ,4019,,0,73W
64078,WN,4547,MDW,3747,ALB,3864,,0,73H 73W
64079,WN,4547,MDW,3747,ATL,3682,,0,73W
64080,WN,4547,MDW,3747,AUS,3673,,0,73W
64081,WN,4547,MDW,3747,BDL,3825,,0,73W
64082,WN,4547,MDW,3747,BHM,3811,,0,73W
64083,WN,4547,MDW,3747,BKG,6962,,0,73W
64084,WN,4547,MDW,3747,BNA,3690,,0,73W
64085,WN,4547,MDW,3747,BOS,3448,,0,73W
64086,WN,4547,MDW,3747,BUF,3820,,0,73W 738 73H
64087,WN,4547,MDW,3747,BWI,3849,,0,73W 73H 738
64088,WN,4547,MDW,3747,CHS,3806,,0,73W
64089,WN,4547,MDW,3747,CLE,3486,,0,73W 73C
64090,WN,4547,MDW,3747,CLT,3876,,0,73W
64091,WN,4547,MDW,3747,CMH,3759,,0,733 73W 73C 73H
64092,WN,4547,MDW,3747,DEN,3751,,0,73W 73H
64093,WN,4547,MDW,3747,DSM,3729,,0,73W
64094,WN,4547,MDW,3747,DTW,3645,,0,73W 73H
64095,WN,4547,MDW,3747,EWR,3494,,0,73W
64096,WN,4547,MDW,3747,FLL,3533,,0,73W 738
64097,WN,4547,MDW,3747,GSP,4034,,0,73W
64098,WN,4547,MDW,3747,HOU,3566,,0,73W 73H
64099,WN,4547,MDW,3747,IAD,3714,,0,73W 73H
64100,WN,4547,MDW,3747,ICT,3457,,0,73W
64101,WN,4547,MDW,3747,JAN,3580,,0,73W
64102,WN,4547,MDW,3747,JAX,3712,,0,73W
64103,WN,4547,MDW,3747,LAS,3877,,0,73W 73H 738
64104,WN,4547,MDW,3747,LAX,3484,,0,73W 73H
64105,WN,4547,MDW,3747,LGA,3697,,0,73W 73H
64106,WN,4547,MDW,3747,LIT,3660,,0,73W
64107,WN,4547,MDW,3747,MCI,3458,,0,73W 73H
64108,WN,4547,MDW,3747,MCO,3878,,0,73H 73W
64109,WN,4547,MDW,3747,MEM,3473,,0,73W
64110,WN,4547,MDW,3747,MHT,4011,,0,73W 73H
64111,WN,4547,MDW,3747,MSP,3858,,0,73W 73H
64112,WN,4547,MDW,3747,MSY,3861,,0,73H 73W 
64113,WN,4547,MDW,3747,OAK,3453,,0,73W
64114,WN,4547,MDW,3747,OKC,3863,,0,73W
64115,WN,4547,MDW,3747,OMA,3454,,0,73W
64116,WN,4547,MDW,3747,ONT,3734,,0,73W
64117,WN,4547,MDW,3747,ORF,3611,,0,73W
64118,WN,4547,MDW,3747,PDX,3720,,0,73W 73H
64119,WN,4547,MDW,3747,PHL,3752,,0,73W
64120,WN,4547,MDW,3747,PHX,3462,,0,73W 73H 738
64121,WN,4547,MDW,3747,PIT,3570,,0,73W 73H
64122,WN,4547,MDW,3747,PVD,3641,,0,73W 738
64123,WN,4547,MDW,3747,RDU,3626,,0,73W 73H
64124,WN,4547,MDW,3747,RNO,3807,,0,73W
64125,WN,4547,MDW,3747,ROC,3622,,0,73W
64126,WN,4547,MDW,3747,RSW,3793,,0,73W 73H
64127,WN,4547,MDW,3747,SAN,3731,,0,738 73W 73H
64128,WN,4547,MDW,3747,SAT,3621,,0,73W
64129,WN,4547,MDW,3747,SDF,4014,,0,73C 73W 733
64130,WN,4547,MDW,3747,SEA,3577,,0,73H 73W
64131,WN,4547,MDW,3747,SFO,3469,,0,73W
64132,WN,4547,MDW,3747,SJC,3748,,0,73W
64133,WN,4547,MDW,3747,SLC,3536,,0,73W 73H
64134,WN,4547,MDW,3747,SMF,3817,,0,73W 73H
64135,WN,4547,MDW,3747,STL,3678,,0,73W 738 73C
64136,WN,4547,MDW,3747,TPA,3646,,0,73W 738 73H
64137,WN,4547,MDW,3747,TUL,3855,,0,73W
64138,WN,4547,MDW,3747,TUS,3636,,0,73W 73H
64139,WN,4547,MEM,3473,BWI,3849,,0,73C 73W
64140,WN,4547,MEM,3473,HOU,3566,,0,733
64141,WN,4547,MEM,3473,MCO,3878,,0,73C 73W
64142,WN,4547,MEM,3473,MDW,3747,,0,73W
64143,WN,4547,MEM,3473,TPA,3646,,0,73W
64144,WN,4547,MHT,4011,BWI,3849,,0,73W 73H 733 73C 738
64145,WN,4547,MHT,4011,MCO,3878,,0,73W 73H 738
64146,WN,4547,MHT,4011,MDW,3747,,0,73H 73W
64147,WN,4547,MHT,4011,TPA,3646,,0,73W 73H
64148,WN,4547,MKE,3717,ATL,3682,Y,0,717 73G
64149,WN,4547,MKE,3717,BOS,3448,,0,73W 733
64150,WN,4547,MKE,3717,BWI,3849,,0,733 73W 73C
64151,WN,4547,MKE,3717,DCA,3520,Y,0,717
64152,WN,4547,MKE,3717,DEN,3751,,0,73W
64153,WN,4547,MKE,3717,FLL,3533,,0,73W
64154,WN,4547,MKE,3717,LAS,3877,,0,73H 73W
64155,WN,4547,MKE,3717,LAX,3484,,0,73W
64156,WN,4547,MKE,3717,LGA,3697,,0,73W
64157,WN,4547,MKE,3717,MCI,3458,,0,733 73W
64158,WN,4547,MKE,3717,MCO,3878,,0,73W
64159,WN,4547,MKE,3717,MSP,3858,,0,73W 73C
64160,WN,4547,MKE,3717,MSY,3861,,0,73C 73W
64161,WN,4547,MKE,3717,PHX,3462,,0,73W
64162,WN,4547,MKE,3717,RSW,3793,,0,73W
64163,WN,4547,MKE,3717,SEA,3577,,0,73W
64164,WN,4547,MKE,3717,SFO,3469,,0,73W
64165,WN,4547,MKE,3717,STL,3678,,0,73W 73C
64166,WN,4547,MKE,3717,TPA,3646,,0,73W
64167,WN,4547,MSP,3858,ATL,3682,Y,0,717
64168,WN,4547,MSP,3858,DEN,3751,,0,73W 73H 73C
64169,WN,4547,MSP,3858,MCI,3458,,0,73C 73W
64170,WN,4547,MSP,3858,MCO,3878,,0,73W
64171,WN,4547,MSP,3858,MDW,3747,,0,73W 73H
64172,WN,4547,MSP,3858,MKE,3717,,0,73W 73C
64173,WN,4547,MSP,3858,PHX,3462,,0,73C 73W
64174,WN,4547,MSP,3858,STL,3678,,0,73W 733
64175,WN,4547,MSY,3861,ATL,3682,,0,73W
64176,WN,4547,MSY,3861,AUS,3673,,0,73C 735
64177,WN,4547,MSY,3861,BNA,3690,,0,735 73W 733
64178,WN,4547,MSY,3861,BWI,3849,,0,73W
64179,WN,4547,MSY,3861,DAL,3502,,0,733 73W 73C 735
64180,WN,4547,MSY,3861,DEN,3751,,0,73W 
64181,WN,4547,MSY,3861,EWR,3494,,0,73W
64182,WN,4547,MSY,3861,EYW,3875,,0,73W
64183,WN,4547,MSY,3861,FLL,3533,,0,73W 73C 
64184,WN,4547,MSY,3861,HOU,3566,,0,73W 735 73C 
64185,WN,4547,MSY,3861,LAS,3877,,0,73W 73H
64186,WN,4547,MSY,3861,LAX,3484,,0,73H 73W
64187,WN,4547,MSY,3861,MCI,3458,,0,73W
64188,WN,4547,MSY,3861,MCO,3878,,0,733 73W 73C
64189,WN,4547,MSY,3861,MDW,3747,,0,73W 73H
64190,WN,4547,MSY,3861,MKE,3717,,0,73W
64191,WN,4547,MSY,3861,PHX,3462,,0,73H 73W
64192,WN,4547,MSY,3861,SAN,3731,,0,73W
64193,WN,4547,MSY,3861,STL,3678,,0,73W 73C
64194,WN,4547,MSY,3861,TPA,3646,,0,73C 73W 733
64195,WN,4547,NAS,1953,ATL,3682,Y,0,73G
64196,WN,4547,OAK,3453,ABQ,4019,,0,73W
64197,WN,4547,OAK,3453,AUS,3673,,0,73W
64198,WN,4547,OAK,3453,BOI,3495,,0,73W
64199,WN,4547,OAK,3453,BUR,3644,,0,73W
64200,WN,4547,OAK,3453,DEN,3751,,0,73W
64201,WN,4547,OAK,3453,GEG,3467,,0,73W
64202,WN,4547,OAK,3453,HOU,3566,,0,73W
64203,WN,4547,OAK,3453,LAS,3877,,0,73W 73H 73C 738 733
64204,WN,4547,OAK,3453,LAX,3484,,0,73W 73C 738 733 73H
64205,WN,4547,OAK,3453,MCI,3458,,0,73W
64206,WN,4547,OAK,3453,MDW,3747,,0,73H 73W 738
64207,WN,4547,OAK,3453,ONT,3734,,0,733 73C 73W
64208,WN,4547,OAK,3453,PDX,3720,,0,733 73W 73C
64209,WN,4547,OAK,3453,PHX,3462,,0,73W 73C 733 73H
64210,WN,4547,OAK,3453,SAN,3731,,0,73C 73W 733 73H
64211,WN,4547,OAK,3453,SEA,3577,,0,733 73C 73W
64212,WN,4547,OAK,3453,SLC,3536,,0,73W 73C
